region,measure,value
NHS SOUTH YORKSHIRE ICB - 03N,Count_WaitingForTreatment0to12weeks,1535.0
NHS SOUTH YORKSHIRE ICB - 03N,Count_WaitingForTreatment0to18weeks,1535.0
NHS SOUTH YORKSHIRE ICB - 03N,Count_WaitingForTreatmentOver18weeks,5.0
NHS SOUTH YORKSHIRE ICB - 03N,Count_WaitingForTreatmentOver90days,5.0
NHS HUMBER AND NORTH YORKSHIRE ICB - 03Q,Count_WaitingForAssessment,525.0
NHS HUMBER AND NORTH YORKSHIRE ICB - 03Q,Count_WaitingForAssessmentOver90days,15.0
NHS HUMBER AND NORTH YORKSHIRE ICB - 03Q,Count_WaitingForTreatment,510.0
NHS HUMBER AND NORTH YORKSHIRE ICB - 03Q,Count_WaitingForTreatment0to2weeks,265.0
NHS HUMBER AND NORTH YORKSHIRE ICB - 03Q,Count_WaitingForTreatment0to4weeks,475.0
NHS HUMBER AND NORTH YORKSHIRE ICB - 03Q,Count_WaitingForTreatment0to6weeks,500.0
NHS HUMBER AND NORTH YORKSHIRE ICB - 03Q,Count_WaitingForTreatment0to12weeks,505.0
NHS HUMBER AND NORTH YORKSHIRE ICB - 03Q,Count_WaitingForTreatment0to18weeks,505.0
NHS HUMBER AND NORTH YORKSHIRE ICB - 03Q,Count_WaitingForTreatmentOver90days,5.0
NHS WEST YORKSHIRE ICB - 03R,Count_WaitingForAssessment,520.0
NHS WEST YORKSHIRE ICB - 03R,Count_WaitingForAssessmentOver90days,40.0
NHS WEST YORKSHIRE ICB - 03R,Count_WaitingForTreatment,485.0
NHS WEST YORKSHIRE ICB - 03R,Count_WaitingForTreatment0to2weeks,380.0
NHS WEST YORKSHIRE ICB - 03R,Count_WaitingForTreatment0to4weeks,435.0
NHS WEST YORKSHIRE ICB - 03R,Count_WaitingForTreatment0to6weeks,450.0
NHS WEST YORKSHIRE ICB - 03R,Count_WaitingForTreatment0to12weeks,470.0
NHS WEST YORKSHIRE ICB - 03R,Count_WaitingForTreatment0to18weeks,470.0
NHS WEST YORKSHIRE ICB - 03R,Count_WaitingForTreatmentOver18weeks,15.0
NHS WEST YORKSHIRE ICB - 03R,Count_WaitingForTreatmentOver90days,20.0
"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND ICB - 03W",Count_WaitingForAssessment,375.0
"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND ICB - 03W",Count_WaitingForTreatment,375.0
"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND ICB - 03W",Count_WaitingForTreatment0to2weeks,300.0
"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND ICB - 03W",Count_WaitingForTreatment0to4weeks,360.0
"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND ICB - 03W",Count_WaitingForTreatment0to6weeks,365.0
"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND ICB - 03W",Count_WaitingForTreatment0to12weeks,370.0
"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND ICB - 03W",Count_WaitingForTreatment0to18weeks,375.0
"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND ICB - 04C",Count_WaitingForAssessment,460.0
"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND ICB - 04C",Count_WaitingForAssessmentOver90days,5.0
"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND ICB - 04C",Count_WaitingForTreatment,460.0
"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND ICB - 04C",Count_WaitingForTreatment0to2weeks,350.0
"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND ICB - 04C",Count_WaitingForTreatment0to4weeks,440.0
"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND ICB - 04C",Count_WaitingForTreatment0to6weeks,455.0
"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND ICB - 04C",Count_WaitingForTreatment0to12weeks,455.0
"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND ICB - 04C",Count_WaitingForTreatment0to18weeks,455.0
"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND ICB - 04V",Count_WaitingForAssessment,560.0
"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND ICB - 04V",Count_WaitingForTreatment,560.0
"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND ICB - 04V",Count_WaitingForTreatment0to2weeks,450.0
"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND ICB - 04V",Count_WaitingForTreatment0to4weeks,550.0
"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND ICB - 04V",Count_WaitingForTreatment0to6weeks,555.0
"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND ICB - 04V",Count_WaitingForTreatment0to12weeks,560.0
"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND ICB - 04V",Count_WaitingForTreatment0to18weeks,560.0
NHS STAFFORDSHIRE AND STOKE-ON-TRENT ICB - 04Y,Count_WaitingForAssessment,575.0
NHS STAFFORDSHIRE AND STOKE-ON-TRENT ICB - 04Y,Count_WaitingForAssessmentOver90days,30.0
NHS STAFFORDSHIRE AND STOKE-ON-TRENT ICB - 04Y,Count_WaitingForTreatment,570.0
NHS STAFFORDSHIRE AND STOKE-ON-TRENT ICB - 04Y,Count_WaitingForTreatment0to2weeks,165.0
NHS STAFFORDSHIRE AND STOKE-ON-TRENT ICB - 04Y,Count_WaitingForTreatment0to4weeks,320.0
NHS STAFFORDSHIRE AND STOKE-ON-TRENT ICB - 04Y,Count_WaitingForTreatment0to6weeks,440.0
NHS STAFFORDSHIRE AND STOKE-ON-TRENT ICB - 04Y,Count_WaitingForTreatment0to12weeks,555.0
NHS STAFFORDSHIRE AND STOKE-ON-TRENT ICB - 04Y,Count_WaitingForTreatment0to18weeks,565.0
NHS STAFFORDSHIRE AND STOKE-ON-TRENT ICB - 04Y,Count_WaitingForTreatmentOver18weeks,5.0
NHS STAFFORDSHIRE AND STOKE-ON-TRENT ICB - 04Y,Count_WaitingForTreatmentOver90days,15.0
NHS STAFFORDSHIRE AND STOKE-ON-TRENT ICB - 05D,Count_WaitingForAssessment,460.0
NHS STAFFORDSHIRE AND STOKE-ON-TRENT ICB - 05D,Count_WaitingForAssessmentOver90days,15.0
NHS STAFFORDSHIRE AND STOKE-ON-TRENT ICB - 05D,Count_WaitingForTreatment,460.0
NHS STAFFORDSHIRE AND STOKE-ON-TRENT ICB - 05D,Count_WaitingForTreatment0to2weeks,155.0
NHS STAFFORDSHIRE AND STOKE-ON-TRENT ICB - 05D,Count_WaitingForTreatment0to4weeks,280.0
NHS STAFFORDSHIRE AND STOKE-ON-TRENT ICB - 05D,Count_WaitingForTreatment0to6weeks,375.0
NHS STAFFORDSHIRE AND STOKE-ON-TRENT ICB - 05D,Count_WaitingForTreatment0to12weeks,450.0
NHS STAFFORDSHIRE AND STOKE-ON-TRENT ICB - 05D,Count_WaitingForTreatment0to18weeks,455.0
NHS STAFFORDSHIRE AND STOKE-ON-TRENT ICB - 05D,Count_WaitingForTreatmentOver18weeks,5.0
NHS STAFFORDSHIRE AND STOKE-ON-TRENT ICB - 05D,Count_WaitingForTreatmentOver90days,10.0
NHS STAFFORDSHIRE AND STOKE-ON-TRENT ICB - 05G,Count_WaitingForAssessment,920.0
NHS STAFFORDSHIRE AND STOKE-ON-TRENT ICB - 05G,Count_WaitingForAssessmentOver90days,70.0
NHS STAFFORDSHIRE AND STOKE-ON-TRENT ICB - 05G,Count_WaitingForTreatment,865.0
NHS STAFFORDSHIRE AND STOKE-ON-TRENT ICB - 05G,Count_WaitingForTreatment0to2weeks,345.0
NHS STAFFORDSHIRE AND STOKE-ON-TRENT ICB - 05G,Count_WaitingForTreatment0to4weeks,600.0
NHS STAFFORDSHIRE AND STOKE-ON-TRENT ICB - 05G,Count_WaitingForTreatment0to6weeks,755.0
NHS STAFFORDSHIRE AND STOKE-ON-TRENT ICB - 05G,Count_WaitingForTreatment0to12weeks,830.0
NHS STAFFORDSHIRE AND STOKE-ON-TRENT ICB - 05G,Count_WaitingForTreatment0to18weeks,845.0
NHS STAFFORDSHIRE AND STOKE-ON-TRENT ICB - 05G,Count_WaitingForTreatmentOver18weeks,20.0
NHS STAFFORDSHIRE AND STOKE-ON-TRENT ICB - 05G,Count_WaitingForTreatmentOver90days,35.0
NHS STAFFORDSHIRE AND STOKE-ON-TRENT ICB - 05Q,Count_WaitingForAssessment,775.0
NHS STAFFORDSHIRE AND STOKE-ON-TRENT ICB - 05Q,Count_WaitingForAssessmentOver90days,20.0
NHS STAFFORDSHIRE AND STOKE-ON-TRENT ICB - 05Q,Count_WaitingForTreatment,795.0
NHS STAFFORDSHIRE AND STOKE-ON-TRENT ICB - 05Q,Count_WaitingForTreatment0to2weeks,270.0
NHS STAFFORDSHIRE AND STOKE-ON-TRENT ICB - 05Q,Count_WaitingForTreatment0to4weeks,490.0
NHS STAFFORDSHIRE AND STOKE-ON-TRENT ICB - 05Q,Count_WaitingForTreatment0to6weeks,650.0
NHS STAFFORDSHIRE AND STOKE-ON-TRENT ICB - 05Q,Count_WaitingForTreatment0to12weeks,770.0
NHS STAFFORDSHIRE AND STOKE-ON-TRENT ICB - 05Q,Count_WaitingForTreatment0to18weeks,785.0
NHS STAFFORDSHIRE AND STOKE-ON-TRENT ICB - 05Q,Count_WaitingForTreatmentOver18weeks,10.0
NHS STAFFORDSHIRE AND STOKE-ON-TRENT ICB - 05Q,Count_WaitingForTreatmentOver90days,20.0
NHS STAFFORDSHIRE AND STOKE-ON-TRENT ICB - 05V,Count_WaitingForAssessment,610.0
NHS STAFFORDSHIRE AND STOKE-ON-TRENT ICB - 05V,Count_WaitingForAssessmentOver90days,20.0
NHS STAFFORDSHIRE AND STOKE-ON-TRENT ICB - 05V,Count_WaitingForTreatment,615.0
NHS STAFFORDSHIRE AND STOKE-ON-TRENT ICB - 05V,Count_WaitingForTreatment0to2weeks,165.0
NHS STAFFORDSHIRE AND STOKE-ON-TRENT ICB - 05V,Count_WaitingForTreatment0to4weeks,335.0
NHS STAFFORDSHIRE AND STOKE-ON-TRENT ICB - 05V,Count_WaitingForTreatment0to6weeks,475.0
NHS STAFFORDSHIRE AND STOKE-ON-TRENT ICB - 05V,Count_WaitingForTreatment0to12weeks,595.0
NHS STAFFORDSHIRE AND STOKE-ON-TRENT ICB - 05V,Count_WaitingForTreatment0to18weeks,610.0
NHS STAFFORDSHIRE AND STOKE-ON-TRENT ICB - 05V,Count_WaitingForTreatmentOver18weeks,5.0
NHS STAFFORDSHIRE AND STOKE-ON-TRENT ICB - 05V,Count_WaitingForTreatmentOver90days,20.0
NHS STAFFORDSHIRE AND STOKE-ON-TRENT ICB - 05W,Count_WaitingForAssessment,1015.0
NHS STAFFORDSHIRE AND STOKE-ON-TRENT ICB - 05W,Count_WaitingForAssessmentOver90days,20.0
NHS STAFFORDSHIRE AND STOKE-ON-TRENT ICB - 05W,Count_WaitingForTreatment,1055.0
NHS STAFFORDSHIRE AND STOKE-ON-TRENT ICB - 05W,Count_WaitingForTreatment0to2weeks,380.0
NHS STAFFORDSHIRE AND STOKE-ON-TRENT ICB - 05W,Count_WaitingForTreatment0to4weeks,715.0
NHS STAFFORDSHIRE AND STOKE-ON-TRENT ICB - 05W,Count_WaitingForTreatment0to6weeks,900.0
NHS STAFFORDSHIRE AND STOKE-ON-TRENT ICB - 05W,Count_WaitingForTreatment0to12weeks,1040.0
NHS STAFFORDSHIRE AND STOKE-ON-TRENT ICB - 05W,Count_WaitingForTreatment0to18weeks,1050.0
NHS STAFFORDSHIRE AND STOKE-ON-TRENT ICB - 05W,Count_WaitingForTreatmentOver18weeks,5.0
NHS STAFFORDSHIRE AND STOKE-ON-TRENT ICB - 05W,Count_WaitingForTreatmentOver90days,10.0
NHS CAMBRIDGESHIRE AND PETERBOROUGH ICB - 06H,Count_WaitingForAssessment,1425.0
NHS CAMBRIDGESHIRE AND PETERBOROUGH ICB - 06H,Count_WaitingForAssessmentOver90days,935.0
NHS CAMBRIDGESHIRE AND PETERBOROUGH ICB - 06H,Count_WaitingForTreatment,1630.0
NHS CAMBRIDGESHIRE AND PETERBOROUGH ICB - 06H,Count_WaitingForTreatment0to2weeks,205.0
NHS CAMBRIDGESHIRE AND PETERBOROUGH ICB - 06H,Count_WaitingForTreatment0to4weeks,345.0
NHS CAMBRIDGESHIRE AND PETERBOROUGH ICB - 06H,Count_WaitingForTreatment0to6weeks,470.0
NHS CAMBRIDGESHIRE AND PETERBOROUGH ICB - 06H,Count_WaitingForTreatment0to12weeks,655.0
NHS CAMBRIDGESHIRE AND PETERBOROUGH ICB - 06H,Count_WaitingForTreatment0to18weeks,725.0
NHS CAMBRIDGESHIRE AND PETERBOROUGH ICB - 06H,Count_WaitingForTreatmentOver18weeks,905.0
NHS CAMBRIDGESHIRE AND PETERBOROUGH ICB - 06H,Count_WaitingForTreatmentOver90days,970.0
NHS HERTFORDSHIRE AND WEST ESSEX ICB - 06K,Count_WaitingForAssessment,2665.0
NHS HERTFORDSHIRE AND WEST ESSEX ICB - 06K,Count_WaitingForAssessmentOver90days,670.0
NHS HERTFORDSHIRE AND WEST ESSEX ICB - 06K,Count_WaitingForTreatment,2360.0
NHS HERTFORDSHIRE AND WEST ESSEX ICB - 06K,Count_WaitingForTreatment0to2weeks,765.0
NHS HERTFORDSHIRE AND WEST ESSEX ICB - 06K,Count_WaitingForTreatment0to4weeks,1385.0
NHS HERTFORDSHIRE AND WEST ESSEX ICB - 06K,Count_WaitingForTreatment0to6weeks,1635.0
NHS HERTFORDSHIRE AND WEST ESSEX ICB - 06K,Count_WaitingForTreatment0to12weeks,1850.0
NHS HERTFORDSHIRE AND WEST ESSEX ICB - 06K,Count_WaitingForTreatment0to18weeks,1965.0
NHS HERTFORDSHIRE AND WEST ESSEX ICB - 06K,Count_WaitingForTreatmentOver18weeks,395.0
NHS HERTFORDSHIRE AND WEST ESSEX ICB - 06K,Count_WaitingForTreatmentOver90days,490.0
NHS SUFFOLK AND NORTH EAST ESSEX ICB - 06L,Count_WaitingForAssessment,1325.0
NHS SUFFOLK AND NORTH EAST ESSEX ICB - 06L,Count_WaitingForAssessmentOver90days,20.0
NHS SUFFOLK AND NORTH EAST ESSEX ICB - 06L,Count_WaitingForTreatment,1340.0
NHS SUFFOLK AND NORTH EAST ESSEX ICB - 06L,Count_WaitingForTreatment0to2weeks,525.0
NHS SUFFOLK AND NORTH EAST ESSEX ICB - 06L,Count_WaitingForTreatment0to4weeks,945.0
NHS SUFFOLK AND NORTH EAST ESSEX ICB - 06L,Count_WaitingForTreatment0to6weeks,1150.0
NHS SUFFOLK AND NORTH EAST ESSEX ICB - 06L,Count_WaitingForTreatment0to12weeks,1320.0
NHS SUFFOLK AND NORTH EAST ESSEX ICB - 06L,Count_WaitingForTreatment0to18weeks,1335.0
NHS SUFFOLK AND NORTH EAST ESSEX ICB - 06L,Count_WaitingForTreatmentOver90days,15.0
NHS HERTFORDSHIRE AND WEST ESSEX ICB - 06N,Count_WaitingForAssessment,2575.0
NHS HERTFORDSHIRE AND WEST ESSEX ICB - 06N,Count_WaitingForAssessmentOver90days,525.0
NHS HERTFORDSHIRE AND WEST ESSEX ICB - 06N,Count_WaitingForTreatment,2445.0
NHS HERTFORDSHIRE AND WEST ESSEX ICB - 06N,Count_WaitingForTreatment0to2weeks,695.0
NHS HERTFORDSHIRE AND WEST ESSEX ICB - 06N,Count_WaitingForTreatment0to4weeks,1315.0
NHS HERTFORDSHIRE AND WEST ESSEX ICB - 06N,Count_WaitingForTreatment0to6weeks,1650.0
NHS HERTFORDSHIRE AND WEST ESSEX ICB - 06N,Count_WaitingForTreatment0to12weeks,2025.0
NHS HERTFORDSHIRE AND WEST ESSEX ICB - 06N,Count_WaitingForTreatment0to18weeks,2170.0
NHS HERTFORDSHIRE AND WEST ESSEX ICB - 06N,Count_WaitingForTreatmentOver18weeks,275.0
NHS HERTFORDSHIRE AND WEST ESSEX ICB - 06N,Count_WaitingForTreatmentOver90days,400.0
NHS MID AND SOUTH ESSEX ICB - 06Q,Count_WaitingForAssessment,865.0
NHS MID AND SOUTH ESSEX ICB - 06Q,Count_WaitingForAssessmentOver90days,55.0
NHS MID AND SOUTH ESSEX ICB - 06Q,Count_WaitingForTreatment,750.0
NHS MID AND SOUTH ESSEX ICB - 06Q,Count_WaitingForTreatment0to2weeks,425.0
NHS MID AND SOUTH ESSEX ICB - 06Q,Count_WaitingForTreatment0to4weeks,665.0
NHS MID AND SOUTH ESSEX ICB - 06Q,Count_WaitingForTreatment0to6weeks,725.0
NHS MID AND SOUTH ESSEX ICB - 06Q,Count_WaitingForTreatment0to12weeks,745.0
NHS MID AND SOUTH ESSEX ICB - 06Q,Count_WaitingForTreatment0to18weeks,745.0
NHS SUFFOLK AND NORTH EAST ESSEX ICB - 06T,Count_WaitingForAssessment,425.0
NHS SUFFOLK AND NORTH EAST ESSEX ICB - 06T,Count_WaitingForAssessmentOver90days,175.0
NHS SUFFOLK AND NORTH EAST ESSEX ICB - 06T,Count_WaitingForTreatment,310.0
NHS SUFFOLK AND NORTH EAST ESSEX ICB - 06T,Count_WaitingForTreatment0to2weeks,185.0
NHS SUFFOLK AND NORTH EAST ESSEX ICB - 06T,Count_WaitingForTreatment0to4weeks,190.0
NHS SUFFOLK AND NORTH EAST ESSEX ICB - 06T,Count_WaitingForTreatment0to6weeks,195.0
NHS SUFFOLK AND NORTH EAST ESSEX ICB - 06T,Count_WaitingForTreatment0to12weeks,195.0
NHS SUFFOLK AND NORTH EAST ESSEX ICB - 06T,Count_WaitingForTreatment0to18weeks,195.0
NHS SUFFOLK AND NORTH EAST ESSEX ICB - 06T,Count_WaitingForTreatmentOver18weeks,120.0
NHS SUFFOLK AND NORTH EAST ESSEX ICB - 06T,Count_WaitingForTreatmentOver90days,120.0
NHS MID AND SOUTH ESSEX ICB - 07G,Count_WaitingForAssessment,150.0
NHS MID AND SOUTH ESSEX ICB - 07G,Count_WaitingForAssessmentOver90days,10.0
NHS MID AND SOUTH ESSEX ICB - 07G,Count_WaitingForTreatment,145.0
NHS MID AND SOUTH ESSEX ICB - 07G,Count_WaitingForTreatment0to2weeks,125.0
NHS MID AND SOUTH ESSEX ICB - 07G,Count_WaitingForTreatment0to4weeks,135.0
NHS MID AND SOUTH ESSEX ICB - 07G,Count_WaitingForTreatment0to6weeks,140.0
NHS MID AND SOUTH ESSEX ICB - 07G,Count_WaitingForTreatment0to12weeks,140.0
NHS MID AND SOUTH ESSEX ICB - 07G,Count_WaitingForTreatment0to18weeks,140.0
NHS HERTFORDSHIRE AND WEST ESSEX ICB - 07H,Count_WaitingForAssessment,315.0
NHS HERTFORDSHIRE AND WEST ESSEX ICB - 07H,Count_WaitingForTreatment,315.0
NHS HERTFORDSHIRE AND WEST ESSEX ICB - 07H,Count_WaitingForTreatment0to2weeks,255.0
NHS HERTFORDSHIRE AND WEST ESSEX ICB - 07H,Count_WaitingForTreatment0to4weeks,300.0
NHS HERTFORDSHIRE AND WEST ESSEX ICB - 07H,Count_WaitingForTreatment0to6weeks,310.0
NHS HERTFORDSHIRE AND WEST ESSEX ICB - 07H,Count_WaitingForTreatment0to12weeks,315.0
NHS HERTFORDSHIRE AND WEST ESSEX ICB - 07H,Count_WaitingForTreatment0to18weeks,315.0
NHS SUFFOLK AND NORTH EAST ESSEX ICB - 07K,Count_WaitingForAssessment,880.0
NHS SUFFOLK AND NORTH EAST ESSEX ICB - 07K,Count_WaitingForAssessmentOver90days,15.0
NHS SUFFOLK AND NORTH EAST ESSEX ICB - 07K,Count_WaitingForTreatment,900.0
NHS SUFFOLK AND NORTH EAST ESSEX ICB - 07K,Count_WaitingForTreatment0to2weeks,370.0
NHS SUFFOLK AND NORTH EAST ESSEX ICB - 07K,Count_WaitingForTreatment0to4weeks,635.0
NHS SUFFOLK AND NORTH EAST ESSEX ICB - 07K,Count_WaitingForTreatment0to6weeks,780.0
NHS SUFFOLK AND NORTH EAST ESSEX ICB - 07K,Count_WaitingForTreatment0to12weeks,885.0
NHS SUFFOLK AND NORTH EAST ESSEX ICB - 07K,Count_WaitingForTreatment0to18weeks,895.0
NHS SUFFOLK AND NORTH EAST ESSEX ICB - 07K,Count_WaitingForTreatmentOver90days,15.0
NHS SUSSEX ICB - 09D,Count_WaitingForAssessment,1335.0
NHS SUSSEX ICB - 09D,Count_WaitingForAssessmentOver90days,95.0
NHS SUSSEX ICB - 09D,Count_WaitingForTreatment,1260.0
NHS SUSSEX ICB - 09D,Count_WaitingForTreatment0to2weeks,455.0
NHS SUSSEX ICB - 09D,Count_WaitingForTreatment0to4weeks,810.0
NHS SUSSEX ICB - 09D,Count_WaitingForTreatment0to6weeks,1105.0
NHS SUSSEX ICB - 09D,Count_WaitingForTreatment0to12weeks,1230.0
NHS SUSSEX ICB - 09D,Count_WaitingForTreatment0to18weeks,1245.0
NHS SUSSEX ICB - 09D,Count_WaitingForTreatmentOver18weeks,10.0
NHS SUSSEX ICB - 09D,Count_WaitingForTreatmentOver90days,25.0
"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST ICB - 10Q",Count_WaitingForAssessment,430.0
"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST ICB - 10Q",Count_WaitingForAssessmentOver90days,20.0
"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST ICB - 10Q",Count_WaitingForTreatment,395.0
"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST ICB - 10Q",Count_WaitingForTreatment0to2weeks,355.0
"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST ICB - 10Q",Count_WaitingForTreatment0to4weeks,370.0
"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST ICB - 10Q",Count_WaitingForTreatment0to6weeks,375.0
"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST ICB - 10Q",Count_WaitingForTreatment0to12weeks,390.0
"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST ICB - 10Q",Count_WaitingForTreatment0to18weeks,390.0
"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST ICB - 10Q",Count_WaitingForTreatmentOver90days,5.0
NHS HAMPSHIRE AND ISLE OF WIGHT ICB - 10R,Count_WaitingForAssessment,1210.0
NHS HAMPSHIRE AND ISLE OF WIGHT ICB - 10R,Count_WaitingForAssessmentOver90days,25.0
NHS HAMPSHIRE AND ISLE OF WIGHT ICB - 10R,Count_WaitingForTreatment,1200.0
NHS HAMPSHIRE AND ISLE OF WIGHT ICB - 10R,Count_WaitingForTreatment0to2weeks,440.0
NHS HAMPSHIRE AND ISLE OF WIGHT ICB - 10R,Count_WaitingForTreatment0to4weeks,825.0
NHS HAMPSHIRE AND ISLE OF WIGHT ICB - 10R,Count_WaitingForTreatment0to6weeks,1065.0
NHS HAMPSHIRE AND ISLE OF WIGHT ICB - 10R,Count_WaitingForTreatment0to12weeks,1185.0
NHS HAMPSHIRE AND ISLE OF WIGHT ICB - 10R,Count_WaitingForTreatment0to18weeks,1195.0
NHS HAMPSHIRE AND ISLE OF WIGHT ICB - 10R,Count_WaitingForTreatmentOver90days,10.0
NHS DORSET ICB - 11J,Count_WaitingForAssessment,2505.0
NHS DORSET ICB - 11J,Count_WaitingForAssessmentOver90days,65.0
NHS DORSET ICB - 11J,Count_WaitingForTreatment,2460.0
NHS DORSET ICB - 11J,Count_WaitingForTreatment0to2weeks,880.0
NHS DORSET ICB - 11J,Count_WaitingForTreatment0to4weeks,1655.0
NHS DORSET ICB - 11J,Count_WaitingForTreatment0to6weeks,2125.0
NHS DORSET ICB - 11J,Count_WaitingForTreatment0to12weeks,2425.0
NHS DORSET ICB - 11J,Count_WaitingForTreatment0to18weeks,2450.0
NHS DORSET ICB - 11J,Count_WaitingForTreatmentOver18weeks,15.0
NHS DORSET ICB - 11J,Count_WaitingForTreatmentOver90days,30.0
NHS GLOUCESTERSHIRE ICB - 11M,Count_WaitingForAssessment,1265.0
NHS GLOUCESTERSHIRE ICB - 11M,Count_WaitingForAssessmentOver90days,25.0
NHS GLOUCESTERSHIRE ICB - 11M,Count_WaitingForTreatment,1240.0
NHS GLOUCESTERSHIRE ICB - 11M,Count_WaitingForTreatment0to2weeks,580.0
NHS GLOUCESTERSHIRE ICB - 11M,Count_WaitingForTreatment0to4weeks,1025.0
NHS GLOUCESTERSHIRE ICB - 11M,Count_WaitingForTreatment0to6weeks,1140.0
NHS GLOUCESTERSHIRE ICB - 11M,Count_WaitingForTreatment0to12weeks,1225.0
NHS GLOUCESTERSHIRE ICB - 11M,Count_WaitingForTreatment0to18weeks,1235.0
NHS GLOUCESTERSHIRE ICB - 11M,Count_WaitingForTreatmentOver18weeks,5.0
NHS GLOUCESTERSHIRE ICB - 11M,Count_WaitingForTreatmentOver90days,15.0
NHS CORNWALL AND THE ISLES OF SCILLY ICB - 11N,Count_WaitingForAssessment,1350.0
NHS CORNWALL AND THE ISLES OF SCILLY ICB - 11N,Count_WaitingForAssessmentOver90days,25.0
NHS CORNWALL AND THE ISLES OF SCILLY ICB - 11N,Count_WaitingForTreatment,1335.0
NHS CORNWALL AND THE ISLES OF SCILLY ICB - 11N,Count_WaitingForTreatment0to2weeks,535.0
NHS CORNWALL AND THE ISLES OF SCILLY ICB - 11N,Count_WaitingForTreatment0to4weeks,910.0
NHS CORNWALL AND THE ISLES OF SCILLY ICB - 11N,Count_WaitingForTreatment0to6weeks,1140.0
NHS CORNWALL AND THE ISLES OF SCILLY ICB - 11N,Count_WaitingForTreatment0to12weeks,1320.0
NHS CORNWALL AND THE ISLES OF SCILLY ICB - 11N,Count_WaitingForTreatment0to18weeks,1330.0
NHS CORNWALL AND THE ISLES OF SCILLY ICB - 11N,Count_WaitingForTreatmentOver18weeks,10.0
NHS CORNWALL AND THE ISLES OF SCILLY ICB - 11N,Count_WaitingForTreatmentOver90days,15.0
NHS SOMERSET ICB - 11X,Count_WaitingForAssessment,1320.0
NHS SOMERSET ICB - 11X,Count_WaitingForAssessmentOver90days,75.0
NHS SOMERSET ICB - 11X,Count_WaitingForTreatment,1240.0
NHS SOMERSET ICB - 11X,Count_WaitingForTreatment0to2weeks,485.0
NHS SOMERSET ICB - 11X,Count_WaitingForTreatment0to4weeks,880.0
NHS SOMERSET ICB - 11X,Count_WaitingForTreatment0to6weeks,1070.0
NHS SOMERSET ICB - 11X,Count_WaitingForTreatment0to12weeks,1190.0
NHS SOMERSET ICB - 11X,Count_WaitingForTreatment0to18weeks,1200.0
NHS SOMERSET ICB - 11X,Count_WaitingForTreatmentOver18weeks,40.0
NHS SOMERSET ICB - 11X,Count_WaitingForTreatmentOver90days,50.0
NHS CHESHIRE AND MERSEYSIDE ICB - 12F,Count_WaitingForAssessment,1475.0
NHS CHESHIRE AND MERSEYSIDE ICB - 12F,Count_WaitingForAssessmentOver90days,435.0
NHS CHESHIRE AND MERSEYSIDE ICB - 12F,Count_WaitingForTreatment,1450.0
NHS CHESHIRE AND MERSEYSIDE ICB - 12F,Count_WaitingForTreatment0to2weeks,515.0
NHS CHESHIRE AND MERSEYSIDE ICB - 12F,Count_WaitingForTreatment0to4weeks,855.0
NHS CHESHIRE AND MERSEYSIDE ICB - 12F,Count_WaitingForTreatment0to6weeks,985.0
NHS CHESHIRE AND MERSEYSIDE ICB - 12F,Count_WaitingForTreatment0to12weeks,1100.0
NHS CHESHIRE AND MERSEYSIDE ICB - 12F,Count_WaitingForTreatment0to18weeks,1130.0
NHS CHESHIRE AND MERSEYSIDE ICB - 12F,Count_WaitingForTreatmentOver18weeks,325.0
NHS CHESHIRE AND MERSEYSIDE ICB - 12F,Count_WaitingForTreatmentOver90days,350.0
